PROVINCIA	CANTON	PARROQUIA	ZONA	SECTOR	MANZANA	No. DE VIVIENDA	No. DE HOGAR	Area urbana o rural	Secuencial de Hogar	Del total de cuartos de este hogar, Cuantos son exclusivos para dormir	Ningun Dormitorio	Tiene este hogar cuarto o espacio exclusivo para cocinar	El servicio higi‚nico o escusado que dispone el hogar es	Dispone este hogar de espacio con instalaciones y/o ducha para ba¤arse	Cual es el principal combustible o energ¡a que utiliza este hogar para cocinar	Principalmente, el agua que toman los miembros del hogar	Dispone este hogar de servicio de telefono convencional	Algun miembro de este hogar dispone de servicio de telefono celular	Dispone este hogar de servicio de internet	Dispone este hogar de computadora	Dispone este hogar de servicio de televisi¢n por cable	Cuanto fue el £ltimo pago que realiz¢ el hogar por concepto de luz el‚ctrica	No paga la luz electrica	Alg£n miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para trabajar	Cuantos se trasladan fuera de esta ciudad o parroquia para trabajar	Alg£n miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para estudiar	Cuantos se trasladan fuera de la ciudad o parroquia rural para estudiar	La vivienda que ocupa este hogar es	Durante el a¤o 2010, Alguna persona de este hogar recibi¢ dinero por parte de familiares o amigos que viven en el exterior	A partir del £ltimo censo de poblaci¢n y vivienda(Noviembre 2001) una o mas personas que viv¡an en este hogar viajaron a otro pais y todavia no regresan para quedarse definitivamente	Cuantos personas viajaron al Exterior	Total_Personas	Total_Hombres	Total_Mujeres	Identificador de manzana	sec_id	viv_id	hog_id	Nombre de provincia	Nombre de cant¢n	Nombre de parroquia
Orellana	01	51	999	016	04	013	1	Area rural	Hogar 1	2 dormitorios	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	Si	1 Persona	2	1	1	22015199901604	220151999016	22015199901604013	220151999016040131	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	014	1	Area rural	Hogar 1	2 dormitorios	#NULL !	No	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	Si	1	Si	1	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	9	4	5	22015199901604	220151999016	22015199901604014	220151999016040141	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	015	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	Si	1	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	8	5	3	22015199901604	220151999016	22015199901604015	220151999016040151	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	025	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	8	4	4	22015199901604	220151999016	22015199901604025	220151999016040251	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	001	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	45	#NULL !	No	#NULL !	Si	2	Propia y totalmente pagada	No	No	#NULL !	14	8	6	22015199901801	220151999018	22015199901801001	220151999018010011	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	003	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	9	#NULL !	No	#NULL !	Si	2	Propia y totalmente pagada	No	No	#NULL !	10	6	4	22015199901801	220151999018	22015199901801003	220151999018010031	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	005	1	Area rural	Hogar 1	4 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	35	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	9	6	3	22015199901801	220151999018	22015199901801005	220151999018010051	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	006	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	16	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	9	5	4	22015199901801	220151999018	22015199901801006	220151999018010061	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	007	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	Si	No	3	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	2	4	22015199901801	220151999018	22015199901801007	220151999018010071	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	009	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	7	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	2	2	22015199901801	220151999018	22015199901801009	220151999018010091	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	010	1	Area rural	Hogar 1	4 dormitorios	#NULL !	Si	Compartido con varios hogares	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	8	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	2	2	22015199901801	220151999018	22015199901801010	220151999018010101	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	011	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	Compartido con varios hogares	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	7	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	2	4	22015199901801	220151999018	22015199901801011	220151999018010111	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	012	1	Area rural	Hogar 1	2 dormitorios	#NULL !	No	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	Si	#NULL !	2	Si	1	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	2	1	1	22015199901801	220151999018	22015199901801012	220151999018010121	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	015	1	Area rural	Hogar 1	5 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	15	#NULL !	No	#NULL !	Si	1	Propia y totalmente pagada	No	No	#NULL !	11	5	6	22015199901801	220151999018	22015199901801015	220151999018010151	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	018	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	4	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	9	5	4	22015199901801	220151999018	22015199901801018	220151999018010181	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	019	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	6	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	3	1	22015199901801	220151999018	22015199901801019	220151999018010191	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	020	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	Si	35	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	5	3	2	22015199901801	220151999018	22015199901801020	220151999018010201	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	024	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	5	#NULL !	Si	1	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	9	6	3	22015199901801	220151999018	22015199901801024	220151999018010241	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	025	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	De uso exclusivo del hogar	Gas (tanque o cilindro)	La hierven	No	Si	No	Si	No	20	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	1	3	22015199901801	220151999018	22015199901801025	220151999018010251	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	026	1	Area rural	Hogar 1	0	0	No	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	Si	No	45	#NULL !	No	#NULL !	Si	1	Propia y totalmente pagada	No	No	#NULL !	12	5	7	22015199901801	220151999018	22015199901801026	220151999018010261	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	030	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	Compartido con varios hogares	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	3	#NULL !	No	#NULL !	No	#NULL !	Por servicios	No	No	#NULL !	5	3	2	22015199901801	220151999018	22015199901801030	220151999018010301	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	031	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	Le ponen cloro	No	Si	No	No	No	45	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	3	2	1	22015199901801	220151999018	22015199901801031	220151999018010311	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	033	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	5	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	4	2	2	22015199901801	220151999018	22015199901801033	220151999018010331	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	034	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	Si	No	8	#NULL !	No	#NULL !	Si	1	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	8	4	4	22015199901801	220151999018	22015199901801034	220151999018010341	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	035	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	9	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	3	2	1	22015199901801	220151999018	22015199901801035	220151999018010351	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	036	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	Compartido con varios hogares	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	2	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	2	1	1	22015199901801	220151999018	22015199901801036	220151999018010361	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	036	2	Area rural	Hogar 2	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	3	#NULL !	No	#NULL !	No	#NULL !	Prestada o cedida (no pagada)	No	No	#NULL !	2	1	1	22015199901801	220151999018	22015199901801036	220151999018010362	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	038	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	2	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	3	4	22015199901801	220151999018	22015199901801038	220151999018010381	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	039	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	16	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	2	2	22015199901801	220151999018	22015199901801039	220151999018010391	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	040	1	Area rural	Hogar 1	4 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	3	#NULL !	No	#NULL !	Si	2	Propia y totalmente pagada	No	No	#NULL !	4	0	4	22015199901801	220151999018	22015199901801040	220151999018010401	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	041	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La hierven	No	No	No	No	No	22	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	10	3	7	22015199901801	220151999018	22015199901801041	220151999018010411	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	042	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	No	No	No	No	22	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	9	3	6	22015199901801	220151999018	22015199901801042	220151999018010421	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	043	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	4	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	1	1	0	22015199901801	220151999018	22015199901801043	220151999018010431	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	044	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	2	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	4	3	22015199901801	220151999018	22015199901801044	220151999018010441	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	045	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	16	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	10	6	4	22015199901801	220151999018	22015199901801045	220151999018010451	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	049	1	Area rural	Hogar 1	4 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	29	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	13	8	5	22015199901801	220151999018	22015199901801049	220151999018010491	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	050	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	Si	22	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	9	5	4	22015199901801	220151999018	22015199901801050	220151999018010501	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	052	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	2	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	3	1	2	22015199901801	220151999018	22015199901801052	220151999018010521	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	053	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	8	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	5	3	2	22015199901801	220151999018	22015199901801053	220151999018010531	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	053	2	Area rural	Hogar 2	0	0	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	9999	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	1	0	1	22015199901801	220151999018	22015199901801053	220151999018010532	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	054	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	Si	Si	No	No	No	12	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	10	3	7	22015199901801	220151999018	22015199901801054	220151999018010541	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	055	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	45	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	8	5	3	22015199901801	220151999018	22015199901801055	220151999018010551	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	056	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	Compartido con varios hogares	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	2	#NULL !	No	#NULL !	No	#NULL !	Por servicios	No	No	#NULL !	3	1	2	22015199901801	220151999018	22015199901801056	220151999018010561	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	01	057	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	Compartido con varios hogares	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	2	#NULL !	No	#NULL !	No	#NULL !	Prestada o cedida (no pagada)	No	No	#NULL !	5	3	2	22015199901801	220151999018	22015199901801057	220151999018010571	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	05	001	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	9	8	1	22015199901805	220151999018	22015199901805001	220151999018050011	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	05	002	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	1	1	0	22015199901805	220151999018	22015199901805002	220151999018050021	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	05	003	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	1	1	0	22015199901805	220151999018	22015199901805003	220151999018050031	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	05	004	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	3	1	22015199901805	220151999018	22015199901805004	220151999018050041	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	05	005	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	2	3	22015199901805	220151999018	22015199901805005	220151999018050051	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	05	006	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	Si	Si	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Por servicios	No	No	#NULL !	1	1	0	22015199901805	220151999018	22015199901805006	220151999018050061	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	05	007	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	2	4	22015199901805	220151999018	22015199901805007	220151999018050071	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	05	010	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	1	1	0	22015199901805	220151999018	22015199901805010	220151999018050101	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	05	011	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	10	4	6	22015199901805	220151999018	22015199901805011	220151999018050111	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	018	05	012	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	14	10	4	22015199901805	220151999018	22015199901805012	220151999018050121	ORELLANA	ORELLANA	DAYUMA
Orellana	01	52	999	003	05	001	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	3	3	22015299900305	220152999003	22015299900305001	220152999003050011	ORELLANA	ORELLANA	TARACOA
Orellana	01	52	999	003	05	002	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	4	3	22015299900305	220152999003	22015299900305002	220152999003050021	ORELLANA	ORELLANA	TARACOA
Orellana	01	52	999	003	05	003	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	1	1	22015299900305	220152999003	22015299900305003	220152999003050031	ORELLANA	ORELLANA	TARACOA
Orellana	01	52	999	003	05	004	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La hierven	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	3	3	22015299900305	220152999003	22015299900305004	220152999003050041	ORELLANA	ORELLANA	TARACOA
Orellana	01	52	999	003	05	009	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	9	4	5	22015299900305	220152999003	22015299900305009	220152999003050091	ORELLANA	ORELLANA	TARACOA
Orellana	01	54	999	005	04	002	1	Area rural	Hogar 1	0	0	No	No tiene	No tiene	Le¤a, carb¢n	La hierven	No	No	No	No	No	#NULL !	#NULL !	Si	1	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	4	1	22015499900504	220154999005	22015499900504002	220154999005040021	ORELLANA	ORELLANA	EL DORADO
Orellana	01	54	999	005	04	003	1	Area rural	Hogar 1	0	0	Si	No tiene	No tiene	Le¤a, carb¢n	La hierven	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	4	3	22015499900504	220154999005	22015499900504003	220154999005040031	ORELLANA	ORELLANA	EL DORADO
Orellana	01	54	999	005	04	004	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	No	Si	No	No	10	#NULL !	Si	1	Si	1	Propia y totalmente pagada	No	No	#NULL !	4	3	1	22015499900504	220154999005	22015499900504004	220154999005040041	ORELLANA	ORELLANA	EL DORADO
Orellana	01	54	999	005	04	005	1	Area rural	Hogar 1	2 dormitorios	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	Si	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	12	8	4	22015499900504	220154999005	22015499900504005	220154999005040051	ORELLANA	ORELLANA	EL DORADO
Orellana	01	54	999	005	04	007	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	4	3	22015499900504	220154999005	22015499900504007	220154999005040071	ORELLANA	ORELLANA	EL DORADO
Orellana	01	54	999	005	04	008	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	1	1	22015499900504	220154999005	22015499900504008	220154999005040081	ORELLANA	ORELLANA	EL DORADO
